date,nav
2017-07-05,1.1325
2017-07-06,1.1073
2017-07-07,1.1072
2017-07-09,2.2141
2017-07-10,1.1069
2017-07-11,1.1068
2017-07-12,1.1055
2017-07-13,1.1041
2017-07-14,1.1049
2017-07-16,2.2095
2017-07-17,1.1047
2017-07-18,1.105
2017-07-19,1.1044
2017-07-20,1.1271
2017-07-21,1.1267
2017-07-23,2.2531
2017-07-24,1.1264
2017-07-25,1.1262
2017-07-26,1.1261
2017-07-27,1.1267
2017-07-28,1.0836
2017-07-30,2.1087
2017-07-31,1.0252
2017-08-01,1.0985
2017-08-02,1.0886
2017-08-03,1.0721
2017-08-04,1.072
2017-08-06,2.1437
2017-08-07,1.0717
2017-08-08,1.0565
2017-08-09,1.0565
2017-08-10,1.0564
2017-08-11,1.0474
2017-08-13,2.0927
2017-08-14,1.0462
2017-08-15,1.0559
2017-08-16,1.0558
2017-08-17,1.0615
2017-08-18,1.0703
2017-08-20,2.1427
2017-08-21,1.0812
2017-08-22,1.0595
2017-08-23,1.0593
2017-08-24,1.0313
2017-08-25,0.9224
2017-08-27,1.8561
2017-08-28,1.0478
2017-08-29,1.1134
2017-08-30,1.1133
2017-08-31,1.1127
2017-09-01,1.1119
2017-09-03,2.2236
2017-09-04,1.071
2017-09-05,1.0763
2017-09-06,1.0758
2017-09-07,1.0753
2017-09-08,1.0753
2017-09-10,2.1502
2017-09-11,1.0641
2017-09-12,1.064
2017-09-13,1.0639
2017-09-14,1.0508
2017-09-15,1.0509
2017-09-17,2.1015
2017-09-18,1.0796
2017-09-19,1.0845
2017-09-20,1.0839
2017-09-21,1.1057
2017-09-22,0.982
2017-09-24,2.2113
2017-09-25,1.0568
2017-09-26,1.2649
2017-09-27,1.2557
2017-09-28,1.2555
2017-09-29,1.2554
2017-10-08,11.285
2017-10-09,1.253
2017-10-10,1.1861
2017-10-11,1.1878
2017-10-12,1.1873
2017-10-13,1.1871
2017-10-15,2.3738
2017-10-16,1.1867
2017-10-17,1.1139
2017-10-18,1.1676
2017-10-19,1.1562
2017-10-20,1.156
2017-10-22,2.3117
2017-10-23,1.1557
2017-10-24,1.1508
2017-10-25,1.1467
2017-10-26,1.0835
2017-10-27,1.0841
2017-10-29,2.168
2017-10-30,1.0838
2017-10-31,1.1794
2017-11-01,1.1794
2017-11-02,1.141
2017-11-03,1.1397
2017-11-05,2.279
2017-11-06,1.1393
2017-11-07,1.0278
2017-11-08,1.0287
2017-11-09,1.0229
2017-11-10,1.0219
2017-11-12,2.0435
2017-11-13,1.0195
2017-11-14,1.0502
2017-11-15,1.0505
2017-11-16,1.1078
2017-11-17,1.1077
2017-11-19,2.2151
2017-11-20,1.1073
2017-11-21,1.1043
2017-11-22,1.1043
2017-11-23,1.1145
2017-11-24,1.1659
2017-11-26,2.3314
2017-11-27,1.1654
2017-11-28,1.2097
2017-11-29,1.2094
2017-11-30,1.2092
2017-12-01,1.1167
2017-12-03,2.2334
2017-12-04,1.0905
2017-12-05,1.0375
2017-12-06,1.0371
2017-12-07,0.9806
2017-12-08,0.9761
2017-12-10,1.9525
2017-12-11,0.9793
2017-12-12,0.7856
2017-12-13,1.052
2017-12-14,1.0679
2017-12-15,1.09
2017-12-17,2.1778
2017-12-18,1.0887
2017-12-19,1.0886
2017-12-20,1.1648
2017-12-21,1.3651
2017-12-22,1.4239
2017-12-24,2.8529
2017-12-25,1.4052
2017-12-26,1.5332
2017-12-27,1.5604
2017-12-28,1.5831
2017-12-29,1.6483
2017-12-31,3.2768
2018-01-01,1.6306
2018-01-02,1.6302
2018-01-03,1.5455
2018-01-04,1.4263
2018-01-05,1.4253
2018-01-07,2.8503
2018-01-08,1.4221
2018-01-09,1.4203
2018-01-10,1.4155
2018-01-11,1.2681
2018-01-12,1.2531
2018-01-14,2.5036
2018-01-15,1.2781
2018-01-16,1.2764
2018-01-17,1.2655
2018-01-18,1.3111
2018-01-19,1.3059
2018-01-21,2.6114
2018-01-22,1.3001
2018-01-23,1.3321
2018-01-24,1.3372
2018-01-25,1.3236
2018-01-26,1.1601
2018-01-28,2.6129
2018-01-29,1.3277
2018-01-30,1.3307
2018-01-31,1.2745
2018-02-01,1.2397
2018-02-02,1.296
2018-02-04,2.5728
2018-02-05,1.2438
2018-02-06,1.2349
2018-02-07,1.1238
2018-02-08,1.2778
2018-02-09,1.2827
2018-02-11,2.5662
2018-02-12,1.2674
2018-02-13,1.3629
2018-02-14,1.2255
2018-02-21,8.5791
2018-02-22,1.2253
2018-02-23,1.222
2018-02-25,2.4417
2018-02-26,1.2171
2018-02-27,1.1917
2018-02-28,1.1949
2018-03-01,1.1913
2018-03-02,1.2046
2018-03-04,2.4055
2018-03-05,1.1969
2018-03-06,1.2149
2018-03-07,1.2066
2018-03-08,1.2109
2018-03-09,1.2062
2018-03-11,2.4109
2018-03-12,1.2021
2018-03-13,1.2033
2018-03-14,1.2001
2018-03-15,1.2079
2018-03-16,1.2232
2018-03-18,2.4615
2018-03-19,1.1896
2018-03-20,1.1916
2018-03-21,1.1907
2018-03-22,1.1464
2018-03-23,1.1395
2018-03-25,2.2555
2018-03-26,1.1418
2018-03-27,1.1912
2018-03-28,1.2534
2018-03-29,1.4293
2018-03-30,1.2653
2018-04-01,2.5304
2018-04-02,1.2649
2018-04-03,1.2441
2018-04-04,1.2593
2018-04-08,5.0317
2018-04-09,1.2159
2018-04-10,0.8996
2018-04-11,1.0115
2018-04-12,1.0085
2018-04-13,1.0286
2018-04-15,2.0574
2018-04-16,2.2273
2018-04-17,1.0823
2018-04-18,1.0749
2018-04-19,1.1669
2018-04-20,1.1885
2018-04-22,2.2256
2018-04-23,1.1167
2018-04-24,1.5036
2018-04-25,1.4191
2018-04-26,1.4145
2018-04-27,1.3538
2018-05-01,5.4209
2018-05-02,1.1775
2018-05-03,1.0872
2018-05-04,1.0401
2018-05-06,2.0792
2018-05-07,0.9831
2018-05-08,0.8328
2018-05-09,1.1845
2018-05-10,1.1186
2018-05-11,0.9593
2018-05-13,1.828
2018-05-14,0.9287
2018-05-15,0.9294
2018-05-16,0.9276
2018-05-17,1.5302
2018-05-18,1.0268
2018-05-20,2.054
2018-05-21,0.6447
2018-05-22,0.6025
2018-05-23,1.4394
2018-05-24,0.9361
2018-05-25,0.9559
2018-05-27,1.912
2018-05-28,0.9491
2018-05-29,1.0121
2018-05-30,1.0072
2018-05-31,1.0982
2018-06-01,1.1134
2018-06-03,2.2265
2018-06-04,1.137
2018-06-05,1.034
2018-06-06,0.9833
2018-06-07,0.9784
2018-06-08,0.9924
2018-06-10,1.9843
2018-06-11,0.9885
2018-06-12,0.5784
2018-06-13,1.4807
2018-06-14,1.1835
2018-06-15,1.1102
2018-06-18,3.3093
2018-06-19,1.1222
2018-06-20,1.1289
2018-06-21,1.1203
2018-06-22,1.0814
2018-06-24,2.4426
2018-06-25,1.211
2018-06-26,1.4184
2018-06-27,1.5235
2018-06-28,1.5292
2018-06-29,1.5167
2018-06-30,1.518
2018-07-01,1.5178
2018-07-02,1.5197
2018-07-03,1.0234
2018-07-04,0.6723
2018-07-05,0.5915
2018-07-06,0.6567
2018-07-08,1.3186
2018-07-09,2.5872
2018-07-10,1.3641
2018-07-11,0.8487
2018-07-12,0.8596
2018-07-13,0.8779
2018-07-15,1.7594
2018-07-16,0.9023
2018-07-17,1.3337
2018-07-18,0.8119
2018-07-19,0.8456
2018-07-20,0.851
2018-07-22,1.7039
2018-07-23,0.8539
2018-07-24,1.2857
2018-07-25,0.7883
2018-07-26,1.2387
2018-07-27,0.8495
2018-07-29,1.5483
2018-07-30,0.7743
2018-07-31,1.5737
2018-08-01,0.7799
2018-08-02,1.0801
2018-08-03,0.7542
2018-08-05,1.5089
2018-08-06,0.9053
2018-08-07,1.5407
2018-08-08,0.7412
2018-08-09,1.073
2018-08-10,0.6589
2018-08-12,1.3186
2018-08-13,0.8881
2018-08-14,1.904
2018-08-15,0.8576
2018-08-16,1.8527
2018-08-17,0.5713
2018-08-19,1.1439
2018-08-20,0.5647
2018-08-21,1.3287
2018-08-22,0.6155
2018-08-23,1.718
2018-08-24,0.6335
2018-08-26,1.2684
2018-08-27,0.6293
2018-08-28,1.9614
2018-08-29,0.6587
2018-08-30,0.9037
2018-08-31,0.5713
2018-09-02,1.1415
2018-09-03,0.5826
2018-09-04,2.222
2018-09-05,1.2916
2018-09-06,1.3054
2018-09-07,0.6075
2018-09-09,1.2139
2018-09-10,0.6883
2018-09-11,1.7004
2018-09-12,0.6282
2018-09-13,1.802
2018-09-14,0.6502
2018-09-16,1.313
2018-09-17,2.7256
2018-09-18,0.6309
2018-09-19,0.4779
2018-09-20,0.5346
2018-09-21,1.4548
2018-09-24,2.0242
2018-09-25,1.2095
2018-09-26,0.4773
2018-09-27,0.6175
2018-09-28,1.6581
2018-10-07,6.7689
2018-10-08,2.1778
2018-10-09,0.7239
2018-10-10,0.7239
2018-10-11,0.6977
2018-10-12,0.6426
2018-10-14,1.2863
2018-10-15,2.1201
2018-10-16,1.031
2018-10-17,0.6843
2018-10-18,0.7532
2018-10-19,0.6349
2018-10-21,1.1592
2018-10-22,0.6295
2018-10-23,3.7166
2018-10-24,0.368
2018-10-25,0.2258
2018-10-26,0.2856
2018-10-28,0.5616
2018-10-29,0.3467
2018-10-30,3.0575
2018-10-31,0.5143
2018-11-01,0.5007
2018-11-02,0.4876
2018-11-04,0.9792
2018-11-05,0.4429
2018-11-06,2.4155
2018-11-07,0.6234
2018-11-08,0.6141
2018-11-09,0.6184
2018-11-11,1.2375
2018-11-12,0.6034
2018-11-13,1.3502
2018-11-14,0.6226
2018-11-15,0.6216
2018-11-16,0.6252
2018-11-18,1.2515
2018-11-19,0.6246
2018-11-20,1.4189
2018-11-21,0.6367
2018-11-22,0.637
2018-11-23,0.6423
2018-11-25,1.2855
2018-11-26,0.639
2018-11-27,1.5309
2018-11-28,0.6495
2018-11-29,0.8286
2018-11-30,0.6581
2018-12-02,1.3124
2018-12-03,0.6463
2018-12-04,0.6271
2018-12-05,0.6457
2018-12-06,0.6383
2018-12-07,2.0673
2018-12-09,1.2714
2018-12-10,0.6234
2018-12-11,0.6127
2018-12-12,0.6142
2018-12-13,0.6125
2018-12-14,3.3734
2018-12-16,1.2555
2018-12-17,0.6473
2018-12-18,0.6363
2018-12-19,0.6738
2018-12-20,0.6877
2018-12-21,3.9284
2018-12-23,1.7208
2018-12-24,0.8326
2018-12-25,0.3447
2018-12-26,1.0865
2018-12-27,0.4205
2018-12-28,1.2451
2018-12-31,3.7425
2019-01-01,1.2562
2019-01-02,1.2129
2019-01-03,1.1462
2019-01-04,0.8908
2019-01-06,1.7838
2019-01-07,0.6967
2019-01-08,0.6155
2019-01-09,1.3295
2019-01-10,0.6498
2019-01-11,1.4562
2019-01-13,1.3117
2019-01-14,0.6636
2019-01-15,0.6584
2019-01-16,1.3272
2019-01-17,0.7226
2019-01-18,1.7367
2019-01-20,1.5286
2019-01-21,1.6433
2019-01-22,0.8023
2019-01-23,0.7772
2019-01-24,0.7333
2019-01-25,0.7947
2019-01-27,1.5872
2019-01-28,2.97
2019-01-29,0.9295
2019-01-30,0.7359
2019-01-31,0.7129
2019-02-01,0.7613
2019-02-10,6.8553
2019-02-11,1.5251
2019-02-12,0.7339
2019-02-13,2.3428
2019-02-14,0.6876
2019-02-15,0.641
2019-02-17,1.2776
2019-02-18,0.5946
2019-02-19,0.5764
2019-02-20,1.8278
2019-02-21,0.6187
2019-02-22,0.6185
2019-02-24,1.2372
2019-02-25,0.6208
2019-02-26,2.0036
2019-02-27,0.6781
2019-02-28,0.6722
2019-03-01,0.6254
2019-03-03,1.2528
2019-03-04,0.6608
2019-03-05,1.4853
2019-03-06,0.5669
2019-03-07,0.8104
2019-03-08,0.5596
2019-03-10,1.1196
2019-03-11,0.548
2019-03-12,1.0267
2019-03-13,1.0337
2019-03-14,0.5685
2019-03-15,0.5618
2019-03-17,1.124
2019-03-18,0.487
2019-03-19,2.1212
2019-03-20,1.5533
2019-03-21,0.6681
2019-03-22,0.8918
2019-03-24,1.3674
2019-03-25,0.6857
2019-03-26,0.6848
2019-03-27,0.6998
2019-03-28,0.6887
2019-03-29,0.6988
2019-03-31,1.3987
2019-04-01,0.6666
2019-04-02,0.6388
2019-04-03,0.6471
2019-04-04,0.646
2019-04-07,1.9404
2019-04-08,1.0679
2019-04-09,1.7204
2019-04-10,1.4256
2019-04-11,0.6592
2019-04-12,0.5862
2019-04-14,1.1702
2019-04-15,0.5583
2019-04-16,0.6776
2019-04-17,0.6754
2019-04-18,2.2997
2019-04-19,0.7099
2019-04-21,1.4212
2019-04-22,0.709
2019-04-23,0.6713
2019-04-24,0.7014
2019-04-25,1.2261
2019-04-26,0.7202
2019-04-28,1.4362
2019-04-29,0.7251
2019-04-30,0.7238
2019-05-05,3.6273
2019-05-06,0.7139
2019-05-07,0.7123
2019-05-08,0.7176
2019-05-09,0.6639
2019-05-10,2.2692
2019-05-12,1.2608
2019-05-13,0.3332
2019-05-14,0.3201
2019-05-15,0.4365
2019-05-16,0.3209
2019-05-17,2.0591
2019-05-19,1.2278
2019-05-20,0.7284
2019-05-21,0.6659
2019-05-22,0.6303
2019-05-23,0.6265
2019-05-24,0.9891
2019-05-26,1.2692
2019-05-27,0.645
2019-05-28,0.7277
2019-05-29,0.5832
2019-05-30,0.7394
2019-05-31,0.743
2019-06-02,1.4854
2019-06-03,1.1506
2019-06-04,0.628
2019-06-05,1.4903
2019-06-06,0.5122
2019-06-09,1.5388
2019-06-10,0.5144
2019-06-11,0.3882
2019-06-12,0.3882
2019-06-13,1.1743
2019-06-14,1.344
2019-06-16,1.0876
2019-06-17,0.544
2019-06-18,0.5874
2019-06-19,0.5519
2019-06-20,0.5627
2019-06-21,1.3463
2019-06-23,1.1651
2019-06-24,0.628
2019-06-25,0.5415
2019-06-26,0.6432
2019-06-27,0.5657
2019-06-28,1.0348
2019-06-30,1.056
2019-07-01,0.5674
2019-07-02,0.5632
2019-07-03,0.5426
2019-07-04,0.5552
2019-07-05,0.5386
2019-07-07,1.077
2019-07-08,1.1923
2019-07-09,0.5242
2019-07-10,0.524
2019-07-11,0.5209
2019-07-12,0.5225
2019-07-14,1.0442
2019-07-15,1.3051
2019-07-16,0.5156
2019-07-17,0.5274
2019-07-18,0.5286
2019-07-19,0.5476
2019-07-21,1.0958
2019-07-22,1.482
2019-07-23,0.5699
2019-07-24,0.5559
2019-07-25,0.5573
2019-07-26,0.5519
2019-07-28,1.1046
2019-07-29,1.9349
2019-07-30,0.5468
2019-07-31,0.5275
2019-08-01,0.5205
2019-08-02,0.4666
2019-08-04,0.9561
2019-08-05,1.5454
2019-08-06,2.3237
2019-08-07,0.1749
2019-08-08,0.1827
2019-08-09,0.1804
2019-08-11,0.3667
2019-08-12,3.9345
2019-08-13,0.2844
2019-08-14,0.2689
2019-08-15,0.2711
2019-08-16,1.233
2019-08-18,0.6687
2019-08-19,2.7295
2019-08-20,0.4329
2019-08-21,0.4513
2019-08-22,0.2589
2019-08-23,3.2553
2019-08-25,0.8484
2019-08-26,1.3215
2019-08-27,0.5483
2019-08-28,0.5524
2019-08-29,0.5653
2019-08-30,0.5677
2019-09-01,1.1345
2019-09-02,1.3417
2019-09-03,0.5779
2019-09-04,0.5761
2019-09-05,0.5821
2019-09-06,1.0876
2019-09-08,1.133
2019-09-09,0.5894
2019-09-10,1.2739
2019-09-11,0.7242
2019-09-12,0.6149
2019-09-15,1.8204
2019-09-16,0.6064
2019-09-17,0.5992
2019-09-18,1.0949
2019-09-19,0.6149
2019-09-20,0.8613
2019-09-22,1.2178
2019-09-23,0.6239
2019-09-24,0.6416
2019-09-25,0.6479
2019-09-26,0.6512
2019-09-27,1.3161
2019-09-29,1.2814
2019-09-30,0.644
2019-10-07,4.5048
2019-10-08,0.6231
2019-10-09,0.4291
2019-10-10,0.4334
2019-10-11,1.263
2019-10-13,0.9074
2019-10-14,0.4097
2019-10-15,1.2662
2019-10-16,0.5274
2019-10-17,0.5319
2019-10-18,0.5393
2019-10-20,1.0752
2019-10-21,1.3936
2019-10-22,0.6286
2019-10-23,0.6277
2019-10-24,0.6296
2019-10-25,0.6341
2019-10-27,1.2666
2019-10-28,0.6208
2019-10-29,0.6151
2019-10-30,0.6022
2019-10-31,0.6073
2019-11-01,0.6052
2019-11-03,1.2118
2019-11-04,0.5884
2019-11-05,0.587
2019-11-06,0.581
2019-11-07,0.5783
2019-11-08,0.5712
2019-11-10,1.1434
2019-11-11,0.5747
2019-11-12,0.5634
2019-11-13,0.5847
2019-11-14,0.5794
2019-11-15,0.5815
2019-11-17,1.1642
2019-11-18,0.8247
2019-11-19,0.5848
2019-11-20,0.6054
2019-11-21,0.6422
2019-11-22,0.6401
2019-11-24,1.2802
2019-11-25,0.6219
2019-11-26,0.9169
2019-11-27,0.624
2019-11-28,3.5915
2019-11-29,0.7096
2019-12-01,1.416
2019-12-02,0.6986
2019-12-03,1.3533
2019-12-04,0.6852
2019-12-05,0.6545
2019-12-06,0.6442
2019-12-08,1.2764
2019-12-09,3.7334
2019-12-10,1.8032
2019-12-11,0.6744
2019-12-12,0.6593
2019-12-13,0.6875
2019-12-15,1.3662
2019-12-16,0.6866
2019-12-17,0.6484
2019-12-18,0.7065
2019-12-19,0.725
2019-12-20,0.7438
2019-12-22,1.482
2019-12-23,0.7457
2019-12-24,0.7649
2019-12-25,0.7637
2019-12-26,0.7705
2019-12-27,0.7715
2019-12-29,1.5446
2019-12-30,0.8614
2019-12-31,0.6847
2020-01-01,0.6882
2020-01-02,1.3521
2020-01-03,0.6416
2020-01-05,1.5296
2020-01-06,0.7391
2020-01-07,0.7445
2020-01-08,1.4747
2020-01-09,0.7099
2020-01-10,0.6924
2020-01-12,1.3856
2020-01-13,0.6909
2020-01-14,3.2657
2020-01-15,2.6281
2020-01-16,0.5635
2020-01-17,0.5971
2020-01-19,1.0191
2020-01-20,0.5779
2020-01-21,0.5308
2020-01-22,1.2819
2020-01-23,0.5991
2020-02-02,5.9891
2020-02-03,1.1362
2020-02-04,0.5309
2020-02-05,0.5237
2020-02-06,0.5331
2020-02-07,0.5286
2020-02-09,1.0636
2020-02-10,0.5292
2020-02-11,1.5803
2020-02-12,0.5203
2020-02-13,0.5295
2020-02-14,0.5345
2020-02-16,1.0632
2020-02-17,0.5202
2020-02-18,1.359
2020-02-19,0.5094
2020-02-20,0.5124
2020-02-21,0.5192
2020-02-23,0.9426
2020-02-24,0.506
2020-02-25,1.209
2020-02-26,0.9495
2020-02-27,0.5111
2020-02-28,0.5152
2020-03-01,1.03
2020-03-02,0.5052
2020-03-03,1.2466
2020-03-04,0.5056
2020-03-05,0.5079
2020-03-06,0.5153
2020-03-08,1.0317
2020-03-09,0.4734
2020-03-10,1.926
2020-03-11,0.5184
2020-03-12,0.5242
2020-03-13,0.5311
2020-03-15,1.0652
2020-03-16,1.3691
2020-03-17,0.5527
2020-03-18,0.4689
2020-03-19,0.526
2020-03-20,1.4187
2020-03-22,1.0688
2020-03-23,1.2967
2020-03-24,0.5252
2020-03-25,0.4944
2020-03-26,0.4986
2020-03-27,1.7848
2020-03-29,0.9902
2020-03-30,0.4851
2020-03-31,0.4662
2020-04-01,0.4747
2020-04-02,0.4452
2020-04-03,0.9114
2020-04-06,1.3383
2020-04-07,0.4287
2020-04-08,0.4429
2020-04-09,0.4223
2020-04-10,1.3271
2020-04-12,0.8358
2020-04-13,0.4028
2020-04-14,0.3996
2020-04-15,0.3879
2020-04-16,0.3924
2020-04-17,1.3296
2020-04-19,0.7936
2020-04-20,0.3846
2020-04-21,2.5591
2020-04-22,0.4103
2020-04-23,0.3981
2020-04-24,0.3957
2020-04-26,0.7916
2020-04-27,0.3978
2020-04-28,1.3257
2020-04-29,0.3695
2020-04-30,0.3585
2020-05-05,1.792
2020-05-06,2.3191
2020-05-07,0.3539
2020-05-08,0.3372
2020-05-10,0.6694
2020-05-11,0.3412
2020-05-12,1.389
2020-05-13,0.4101
2020-05-14,0.3914
2020-05-15,0.3965
2020-05-17,0.794
2020-05-18,0.3967
2020-05-19,1.3385
2020-05-20,0.366
2020-05-21,0.3804
2020-05-22,0.3814
2020-05-24,0.7624
2020-05-25,0.382
2020-05-26,0.6678
2020-05-27,1.5287
2020-05-28,0.379
2020-05-29,0.3925
2020-05-31,0.7742
2020-06-01,0.383
2020-06-02,0.3788
2020-06-03,0.9366
2020-06-04,0.3374
2020-06-05,0.3006
2020-06-07,0.5906
2020-06-08,0.2966
2020-06-09,0.3132
2020-06-10,0.7733
2020-06-11,0.3269
2020-06-12,0.3297
2020-06-14,0.6592
2020-06-15,0.3281
2020-06-16,0.3408
2020-06-17,0.864
2020-06-18,0.3777
2020-06-19,1.4342
2020-06-21,0.8726
2020-06-22,0.3179
2020-06-23,0.4637
2020-06-24,0.4642
2020-06-28,1.8573
2020-06-29,0.5429
2020-06-30,0.4861
2020-07-01,0.4518
2020-07-02,0.4507
2020-07-03,0.4723
2020-07-05,0.9442
2020-07-06,0.4294
2020-07-07,0.4145
2020-07-08,0.3774
2020-07-09,0.3946
2020-07-10,0.4018
2020-07-12,0.8031
2020-07-13,0.3988
2020-07-14,0.3937
2020-07-15,0.6817
2020-07-16,0.422
2020-07-17,0.417
2020-07-19,0.8335
2020-07-20,0.4158
2020-07-21,0.4129
2020-07-22,0.9473
2020-07-23,0.4313
2020-07-24,0.4283
2020-07-26,0.8576
2020-07-27,0.431
2020-07-28,0.4259
2020-07-29,0.7486
2020-07-30,0.4509
2020-07-31,0.4492
2020-08-02,0.8984
2020-08-03,0.4449
2020-08-04,0.4413
2020-08-05,0.6846
2020-08-06,0.401
2020-08-07,0.422
2020-08-09,0.8412
2020-08-10,0.4207
2020-08-11,0.4159
2020-08-12,1.1654
2020-08-13,0.432
2020-08-14,0.4386
2020-08-16,0.8776
2020-08-17,0.444
2020-08-18,0.4006
2020-08-19,0.9524
2020-08-20,1.0744
2020-08-21,0.4857
2020-08-23,0.972
2020-08-24,0.4752
2020-08-25,0.4728
2020-08-26,0.4914
2020-08-27,1.0852
2020-08-28,0.4805
2020-08-30,0.9611
2020-08-31,0.4726
2020-09-01,0.4725
2020-09-02,0.4799
2020-09-03,1.5462
2020-09-04,0.4633
2020-09-06,0.933
2020-09-07,0.479
2020-09-08,0.4699
2020-09-09,0.4783
2020-09-10,1.0373
2020-09-11,0.6534
2020-09-13,1.0422
2020-09-14,0.5023
2020-09-15,0.5118
2020-09-16,3.8615
2020-09-17,0.5343
2020-09-18,0.4908
2020-09-20,0.9743
2020-09-21,0.5405
2020-09-22,1.2518
2020-09-23,0.4375
2020-09-24,0.9688
2020-09-25,0.8165
2020-09-27,1.585
2020-09-28,0.8546
2020-09-29,0.7531
2020-09-30,0.7648
2020-10-08,6.1174
2020-10-09,0.7785
2020-10-11,1.3592
2020-10-12,0.8261
2020-10-13,0.7266
2020-10-14,0.728
2020-10-15,0.3123
2020-10-16,0.6963
2020-10-18,1.3914
2020-10-19,0.6918
2020-10-20,0.6935
2020-10-21,0.543
2020-10-22,0.3097
2020-10-23,0.8772
2020-10-25,1.3708
2020-10-26,0.7
2020-10-27,0.7252
2020-10-28,0.6844
2020-10-29,0.3688
2020-10-30,0.7334
2020-11-01,1.4908
2020-11-02,0.6705
2020-11-03,0.7656
2020-11-04,0.6929
2020-11-05,0.6017
2020-11-06,0.6207
2020-11-08,1.4305
2020-11-09,0.5984
2020-11-10,0.6942
2020-11-11,0.6973
2020-11-12,0.7398
2020-11-13,0.7103
2020-11-15,1.4996
2020-11-16,0.5338
2020-11-17,0.6138
2020-11-18,0.6306
2020-11-19,0.7763
2020-11-20,0.7506
2020-11-22,1.4526
2020-11-23,0.6008
2020-11-24,0.5545
2020-11-25,0.5991
2020-11-26,0.776
2020-11-27,0.7475
2020-11-29,1.4952
2020-11-30,0.758
2020-12-01,0.6987
2020-12-02,0.7745
2020-12-03,0.7872
2020-12-04,0.6898
2020-12-06,1.5649
2020-12-07,0.7631
2020-12-08,0.6916
2020-12-09,0.7758
2020-12-10,0.7737
2020-12-11,0.7336
2020-12-13,1.457
2020-12-14,0.7327
2020-12-15,0.7481
2020-12-16,0.7527
2020-12-17,0.7472
2020-12-18,0.737
2020-12-20,1.4741
2020-12-21,0.7373
2020-12-22,0.8181
2020-12-23,0.7434
2020-12-24,0.7453
2020-12-25,0.7158
2020-12-27,1.5154
2020-12-28,0.7542
2020-12-29,0.8868
2020-12-30,0.9414
2020-12-31,0.935
2021-01-03,2.4788
2021-01-04,0.8114
2021-01-05,0.6756
2021-01-06,0.7074
2021-01-07,0.7011
2021-01-08,0.7297
2021-01-10,1.459
2021-01-11,0.711
2021-01-12,0.676
2021-01-13,0.6872
2021-01-14,0.6817
2021-01-15,0.686
2021-01-17,1.3732
2021-01-18,0.6856
2021-01-19,0.7773
2021-01-20,0.7534
2021-01-21,0.6954
2021-01-22,0.6368
2021-01-24,1.4274
2021-01-25,0.7286
2021-01-26,1.4221
2021-01-27,0.6569
2021-01-28,0.7234
2021-01-29,0.7784
2021-01-31,1.7395
2021-02-01,0.7719
2021-02-02,0.7983
2021-02-03,0.8693
2021-02-04,0.8198
